Date,Open,High,Low,Close,Adj Close,Volume
2024-03-24,64070.753906,67622.757813,63825.851563,67234.171875,67234.171875,27206630673
2024-03-25,67234.093750,71162.593750,66414.835938,69958.812500,69958.812500,42700139523
2024-03-26,69931.328125,71535.742188,69335.609375,69987.835938,69987.835938,36010437368
2024-03-27,69991.898438,71727.687500,68381.929688,69455.343750,69455.343750,40827113309
2024-03-28,69452.773438,71546.023438,68895.507813,70744.953125,70744.953125,34374900617
2024-03-29,70744.796875,70913.093750,69076.656250,69892.828125,69892.828125,25230851763
2024-03-30,69893.445313,70355.492188,69601.062500,69645.304688,69645.304688,17130241883
2024-03-31,69647.781250,71377.781250,69624.867188,71333.648438,71333.648438,20050941373
2024-04-01,71333.484375,71342.093750,68110.695313,69702.148438,69702.148438,34873527352
2024-04-02,69705.023438,69708.382813,64586.593750,65446.972656,65446.972656,50705240709
2024-04-03,65446.671875,66914.320313,64559.898438,65980.812500,65980.812500,34488018367
2024-04-04,65975.695313,69291.257813,65113.796875,68508.843750,68508.843750,34439527442
2024-04-05,68515.757813,68725.757813,66011.476563,67837.640625,67837.640625,33748230056
2024-04-06,67840.570313,69629.601563,67491.718750,68896.109375,68896.109375,19967785809
2024-04-07,68897.109375,70284.429688,68851.632813,69362.554688,69362.554688,21204930369
2024-04-08,69362.554688,72715.359375,69064.242188,71631.359375,71631.359375,37261432669
2024-04-09,71632.500000,71742.507813,68212.921875,69139.015625,69139.015625,36426900409
2024-04-10,69140.242188,71093.429688,67503.562500,70587.882813,70587.882813,38318601774
2024-04-11,70575.734375,71256.234375,69571.812500,70060.609375,70060.609375,30153382941
2024-04-12,70061.382813,71222.742188,65254.835938,67195.867188,67195.867188,44129299406
2024-04-13,67188.375000,67931.429688,60919.105469,63821.472656,63821.472656,52869738185
2024-04-14,63836.230469,65824.429688,62205.851563,65738.726563,65738.726563,49084320047
2024-04-15,65739.648438,66878.648438,62332.070313,63426.210938,63426.210938,43595917654
2024-04-16,63419.296875,64355.667969,61716.402344,63811.863281,63811.863281,42847528078
2024-04-17,63831.847656,64486.363281,59768.585938,61276.691406,61276.691406,41915247049
2024-04-18,61275.316406,64125.687500,60833.480469,63512.753906,63512.753906,36006307335
2024-04-19,63510.750000,65481.597656,59651.390625,63843.570313,63843.570313,49920425401
2024-04-20,63851.101563,65442.457031,63172.402344,64994.441406,64994.441406,23097485495
2024-04-21,64992.816406,65723.242188,64277.722656,64926.644531,64926.644531,20506644853
2024-04-22,64935.632813,67233.960938,64548.179688,66837.679688,66837.679688,28282686673
2024-04-23,66839.890625,67199.242188,65864.867188,66407.273438,66407.273438,24310975583
2024-04-24,66408.718750,67075.367188,63589.871094,64276.898438,64276.898438,30276655120
2024-04-25,64275.019531,65275.207031,62783.632813,64481.707031,64481.707031,32155786816
2024-04-26,64485.371094,64789.656250,63322.398438,63755.320313,63755.320313,24139372950
2024-04-27,63750.988281,63898.363281,62424.718750,63419.140625,63419.140625,19530783039
2024-04-28,63423.515625,64321.484375,62793.597656,63113.230469,63113.230469,17334827993
2024-04-29,63106.363281,64174.878906,61795.457031,63841.121094,63841.121094,26635912073
2024-04-30,63839.417969,64703.332031,59120.066406,60636.855469,60636.855469,37840840057
2024-05-01,60609.496094,60780.500000,56555.292969,58254.011719,58254.011719,48439780271
2024-05-02,58253.703125,59602.296875,56937.203125,59123.433594,59123.433594,32711813559
2024-05-03,59122.300781,63320.503906,58848.312500,62889.835938,62889.835938,33172023048
2024-05-04,62891.031250,64494.957031,62599.351563,63891.472656,63891.472656,20620477992
2024-05-05,63892.453125,64610.890625,62955.304688,64031.132813,64031.132813,18296164805
2024-05-06,64038.312500,65494.902344,62746.238281,63161.949219,63161.949219,28697928697
2024-05-07,63162.761719,64390.457031,62285.980469,62334.816406,62334.816406,25930730982
2024-05-08,62332.640625,62986.085938,60877.128906,61187.941406,61187.941406,26088172222
2024-05-09,61191.199219,63404.914063,60648.074219,63049.960938,63049.960938,25453338161
2024-05-10,63055.191406,63446.742188,60208.781250,60792.777344,60792.777344,27804954694
2024-05-11,60793.355469,61451.152344,60492.625000,60793.710938,60793.710938,13842272968
2024-05-12,60793.503906,61818.156250,60632.601563,61448.394531,61448.394531,13800459405
2024-05-13,61451.218750,63422.660156,60769.839844,62901.449219,62901.449219,27889181179
2024-05-14,62900.773438,63092.125000,61123.765625,61552.789063,61552.789063,28186271527
2024-05-15,61553.988281,66454.453125,61330.410156,66267.492188,66267.492188,39815167074
2024-05-16,66256.109375,66712.429688,64613.054688,65231.582031,65231.582031,31573077994
2024-05-17,65231.296875,67459.460938,65119.316406,67051.875000,67051.875000,28031279310
2024-05-18,67066.210938,67387.328125,66663.500000,66940.804688,66940.804688,16712277406
2024-05-19,66937.929688,67694.296875,65937.179688,66278.367188,66278.367188,19249094538
2024-05-20,66278.742188,71483.562500,66086.171875,71448.195313,71448.195313,43850655717
2024-05-21,71427.992188,71785.109375,69608.210938,69608.210938,69608.210938,59298484224
